house_id,neighborhood,price,square_feet,num_bedrooms,num_bathrooms,house_age,garage_spaces,lot_size_acres,has_pool,recently_renovated,energy_rating,location_score,school_rating,crime_rate,distance_downtown_miles,sale_date,days_on_market,buyer_id,buyer_budget,buyer_age_group,buyer_family_size,buyer_income_level,has_children,employment_type,buyer_preference,first_time_buyer
H03298,Downtown,467122,2309,4,4,16,1,0.12,FALSE,FALSE,E,9,7,6,0,11/9/23,3,B03298,541794,25-34,1,medium,FALSE,Full-time employed,Affordability,TRUE
H00712,Suburban Park,639356,3010,6,5,6,3,0.32,FALSE,FALSE,D,8,9,3,10,11/10/23,72,B00712,686600,45-54,5,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H03286,Downtown,643403,3232,6,5,37,2,0.13,FALSE,FALSE,D,9,7,6,0,11/10/23,32,B03286,686680,45-54,4,high,TRUE,Self-employed,Modern & Updated,TRUE
H03058,Downtown,587842,2955,4,4,22,2,0.19,FALSE,FALSE,D,9,7,6,0,11/10/23,23,B03058,626179,45-54,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H05527,Suburban Park,340319,1605,3,3,10,0,0.4,FALSE,FALSE,E,8,9,3,10,11/11/23,17,B05527,361323,35-44,3,medium,FALSE,Full-time employed,Location & Schools,FALSE
H02912,Downtown,712226,3183,6,5,18,3,0.19,FALSE,FALSE,E,9,7,6,0,11/11/23,64,B02912,791229,35-44,5,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H07418,Hillcrest,321425,1081,2,1,0,1,0.12,FALSE,FALSE,E,9,9,2,5,11/11/23,40,B07418,371307,35-44,2,medium,FALSE,Full-time employed,Affordability,FALSE
H04187,Riverside,260174,1452,2,2,14,1,0.17,FALSE,FALSE,E,8,8,4,3,11/11/23,30,B04187,306763,35-44,2,medium,FALSE,Self-employed,Affordability,FALSE
H07722,Green Valley,611890,3278,6,5,13,3,0.53,FALSE,FALSE,D,8,9,2,12,11/11/23,6,B07722,693481,25-34,3,high,FALSE,Dual income,Modern & Updated,FALSE
H02486,Green Valley,447889,2075,4,4,37,1,0.53,FALSE,TRUE,C,8,9,2,12,11/11/23,21,B02486,525206,25-34,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H01127,Riverside,542910,2530,4,4,19,1,0.44,TRUE,FALSE,F,8,8,4,3,11/11/23,54,B01127,636069,35-44,1,high,FALSE,Full-time employed,Low Maintenance,FALSE
H04243,University District,293936,1841,3,3,0,2,0.13,FALSE,FALSE,F,7,6,5,2,11/12/23,141,B04243,339849,35-44,1,medium,FALSE,Full-time employed,Affordability,FALSE
H03260,Old Town,120000,1011,3,2,18,0,0.16,FALSE,FALSE,D,5,5,7,6,11/12/23,63,B03260,134745,65+,1,low,FALSE,Full-time employed,Investment,FALSE
H03708,Hillcrest,824805,3474,6,5,1,2,0.15,FALSE,FALSE,F,9,9,2,5,11/12/23,142,B03708,900521,45-54,5,high,FALSE,Dual income,Low Maintenance,FALSE
H05587,Maple Heights,277661,1637,3,3,16,0,0.11,TRUE,FALSE,E,6,6,6,8,11/12/23,52,B05587,307839,25-34,1,medium,FALSE,Dual income,Modern & Updated,FALSE
H03661,Suburban Park,591642,2970,4,4,14,2,0.19,FALSE,FALSE,D,8,9,3,10,11/13/23,57,B03661,697253,45-54,3,high,TRUE,Self-employed,Affordability,FALSE
H07047,Lakeside,314863,800,3,2,6,2,0.15,TRUE,FALSE,E,9,8,3,7,11/13/23,17,B07047,368375,55-64,2,medium,FALSE,Retired,Space & Bedrooms,FALSE
H03617,Suburban Park,524608,2177,4,3,3,1,0.36,TRUE,FALSE,E,8,9,3,10,11/13/23,41,B03617,590598,35-44,3,medium,TRUE,Self-employed,Affordability,FALSE
H04399,Riverside,403385,1840,2,3,9,2,0.12,FALSE,FALSE,E,8,8,4,3,11/13/23,75,B04399,459800,45-54,1,medium,FALSE,Full-time employed,Affordability,FALSE
H04048,Suburban Park,432507,2151,3,3,14,1,0.2,FALSE,FALSE,E,8,9,3,10,11/13/23,28,B04048,481352,35-44,2,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H04350,Suburban Park,567924,2559,4,4,0,2,0.19,FALSE,FALSE,F,8,9,3,10,11/14/23,37,B04350,607707,55-64,4,medium,FALSE,Retired,Affordability,FALSE
H06481,Suburban Park,666095,2709,4,5,15,2,0.07,TRUE,TRUE,E,8,9,3,10,11/14/23,69,B06481,732259,35-44,1,high,FALSE,Dual income,Low Maintenance,FALSE
H06838,Suburban Park,488037,2215,3,3,8,1,0.25,FALSE,FALSE,F,8,9,3,10,11/14/23,45,B06838,548176,45-54,2,medium,FALSE,Retired,Affordability,FALSE
H04483,Suburban Park,738995,3779,6,5,23,3,0.35,FALSE,FALSE,C,8,9,3,10,11/14/23,61,B04483,834188,25-34,3,high,TRUE,Full-time employed,Location & Schools,TRUE
H06906,Downtown,556617,2669,4,4,32,1,0.24,FALSE,FALSE,C,9,7,6,0,11/15/23,15,B06906,613367,45-54,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H03709,Hillcrest,903569,3580,6,5,24,3,0.07,FALSE,FALSE,E,9,9,2,5,11/15/23,34,B03709,1025930,55-64,5,high,TRUE,Retired,Location & Schools,FALSE
H04775,Oakwood,251216,1614,3,2,17,1,0.37,FALSE,FALSE,F,7,7,5,4,11/15/23,19,B04775,263879,25-34,1,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H06405,Downtown,431505,2005,4,4,2,1,0.06,TRUE,FALSE,F,9,7,6,0,11/15/23,66,B06405,508398,45-54,1,medium,FALSE,Dual income,Space & Bedrooms,TRUE
H07436,Old Town,187056,2099,4,4,52,2,0.1,FALSE,FALSE,A,5,5,7,6,11/15/23,21,B07436,211100,35-44,2,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H05170,University District,398767,1954,3,3,5,1,0.14,FALSE,TRUE,F,7,6,5,2,11/15/23,8,B05170,442810,55-64,2,medium,FALSE,Dual income,Modern & Updated,FALSE
H06603,Oakwood,135679,800,2,2,7,2,0.14,FALSE,FALSE,F,7,7,5,4,11/15/23,6,B06603,145680,25-34,1,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H04192,Old Town,198644,1078,1,2,9,1,0.09,TRUE,TRUE,F,5,5,7,6,11/15/23,47,B04192,213235,65+,1,low,FALSE,Retired,Low Maintenance,FALSE
H02439,Suburban Park,329043,1665,3,3,1,1,0.28,FALSE,FALSE,F,8,9,3,10,11/16/23,5,B02439,352310,55-64,2,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H00211,Suburban Park,417979,1656,2,2,7,1,0.47,FALSE,FALSE,F,8,9,3,10,11/16/23,43,B00211,463366,25-34,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H05021,Lakeside,706887,2785,6,5,17,1,0.13,TRUE,FALSE,E,9,8,3,7,11/16/23,5,B05021,828083,45-54,5,high,TRUE,Full-time employed,Location & Schools,FALSE
H02491,Hillcrest,680536,2704,5,5,0,1,0.11,TRUE,FALSE,E,9,9,2,5,11/16/23,27,B02491,744507,35-44,3,high,TRUE,Self-employed,Location & Schools,FALSE
H02337,Maple Heights,403872,2106,3,3,4,2,0.11,FALSE,FALSE,D,6,6,6,8,11/17/23,10,B02337,448745,25-34,2,medium,FALSE,Full-time employed,Location & Schools,FALSE
H01342,Maple Heights,327067,1765,3,3,15,0,0.16,TRUE,FALSE,C,6,6,6,8,11/17/23,19,B01342,376471,25-34,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H02115,Lakeside,626088,2573,3,3,18,2,0.22,FALSE,FALSE,F,9,8,3,7,11/17/23,49,B02115,695971,55-64,2,high,FALSE,Self-employed,Space & Bedrooms,FALSE
H02068,Hillcrest,651442,2880,5,5,19,1,0.1,FALSE,FALSE,D,9,9,2,5,11/18/23,21,B02068,744488,45-54,5,high,FALSE,Self-employed,Location & Schools,FALSE
H06840,Green Valley,718991,3334,6,5,22,2,0.29,FALSE,TRUE,F,8,9,2,12,11/18/23,4,B06840,775600,45-54,3,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07662,Suburban Park,620629,2420,3,3,2,1,0.27,TRUE,TRUE,F,8,9,3,10,11/18/23,7,B07662,700672,45-54,1,high,FALSE,Full-time employed,Affordability,FALSE
H03977,Oakwood,379349,2162,3,3,2,1,0.24,TRUE,FALSE,F,7,7,5,4,11/18/23,32,B03977,403237,45-54,1,medium,FALSE,Dual income,Location & Schools,TRUE
H03071,Lakeside,558469,2038,4,4,0,2,0.26,FALSE,FALSE,F,9,8,3,7,11/18/23,12,B03071,593973,45-54,4,medium,TRUE,Self-employed,Space & Bedrooms,FALSE
H01582,Oakwood,320729,2008,4,4,10,1,0.14,FALSE,FALSE,F,7,7,5,4,11/18/23,6,B01582,370957,35-44,2,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07374,Suburban Park,653281,3131,5,5,10,2,0.33,FALSE,FALSE,D,8,9,3,10,11/19/23,41,B07374,755899,35-44,3,high,FALSE,Dual income,Location & Schools,FALSE
H00764,Lakeside,483466,1682,3,3,15,0,0.16,FALSE,FALSE,D,9,8,3,7,11/19/23,12,B00764,542708,35-44,2,medium,FALSE,Dual income,Affordability,FALSE
H06645,Hillcrest,902019,3477,6,5,4,2,0.24,FALSE,FALSE,E,9,9,2,5,11/19/23,48,B06645,1015440,45-54,5,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H02956,Lakeside,377526,1522,3,3,8,0,0.08,FALSE,FALSE,F,9,8,3,7,11/19/23,44,B02956,441944,35-44,1,medium,FALSE,Full-time employed,Affordability,TRUE
H00638,Hillcrest,348979,1312,2,1,60,0,0.27,FALSE,FALSE,A,9,9,2,5,11/19/23,37,B00638,400123,55-64,1,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H02576,Suburban Park,305460,1236,2,2,7,1,0.24,FALSE,FALSE,D,8,9,3,10,11/19/23,148,B02576,340016,25-34,2,medium,FALSE,Full-time employed,Affordability,FALSE
H07310,Downtown,428057,1806,4,4,60,2,0.11,FALSE,FALSE,A,9,7,6,0,11/19/23,16,B07310,497721,25-34,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H05472,Oakwood,413486,2423,4,4,18,1,0.16,TRUE,FALSE,E,7,7,5,4,11/19/23,2,B05472,486002,55-64,2,medium,FALSE,Retired,Modern & Updated,FALSE
H00952,Lakeside,914153,3626,6,5,5,3,0.12,FALSE,FALSE,E,9,8,3,7,11/19/23,22,B00952,1054730,45-54,3,high,TRUE,Self-employed,Location & Schools,FALSE
H07173,Oakwood,120000,859,1,1,49,2,0.11,FALSE,FALSE,C,7,7,5,4,11/19/23,59,B07173,133860,25-34,1,low,FALSE,Full-time employed,Location & Schools,FALSE
H07138,Suburban Park,479602,1954,3,3,4,2,0.38,TRUE,FALSE,F,8,9,3,10,11/20/23,5,B07138,516888,45-54,3,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H03482,Suburban Park,507396,2639,5,5,10,1,0.3,FALSE,FALSE,E,8,9,3,10,11/20/23,35,B03482,593422,35-44,3,medium,FALSE,Full-time employed,Affordability,FALSE
H02715,Downtown,242358,905,1,1,8,0,0.15,FALSE,FALSE,E,9,7,6,0,11/21/23,32,B02715,264741,25-34,1,low,FALSE,Full-time employed,Affordability,FALSE
H06417,Oakwood,612468,3590,6,5,43,2,0.23,TRUE,FALSE,C,7,7,5,4,11/21/23,26,B06417,719663,55-64,3,high,FALSE,Retired,Location & Schools,FALSE
H07240,Maple Heights,269500,2032,3,4,37,1,0.17,FALSE,FALSE,B,6,6,6,8,11/21/23,41,B07240,286251,45-54,1,medium,FALSE,Full-time employed,Affordability,TRUE
H01664,Maple Heights,251378,1446,3,3,20,0,0.21,FALSE,FALSE,E,6,6,6,8,11/21/23,17,B01664,292876,35-44,2,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H03486,Suburban Park,837756,3866,6,5,9,2,0.41,TRUE,FALSE,D,8,9,3,10,11/22/23,1,B03486,983880,35-44,6,high,FALSE,Self-employed,Space & Bedrooms,TRUE
H03610,Green Valley,677264,3224,5,5,1,3,0.38,FALSE,FALSE,F,8,9,2,12,11/22/23,78,B03610,723417,35-44,3,high,TRUE,Full-time employed,Location & Schools,FALSE
H07356,University District,472554,2964,5,5,15,2,0.11,FALSE,FALSE,D,7,6,5,2,11/22/23,28,B07356,510451,35-44,3,medium,TRUE,Full-time employed,Space & Bedrooms,FALSE
H04901,Downtown,409837,1962,3,3,2,1,0.16,FALSE,FALSE,E,9,7,6,0,11/22/23,43,B04901,468083,45-54,1,medium,FALSE,Dual income,Modern & Updated,FALSE
H05948,Downtown,485101,2368,4,4,60,1,0.12,FALSE,FALSE,A,9,7,6,0,11/22/23,75,B05948,563317,35-44,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H01734,Maple Heights,508654,3110,6,5,11,2,0.13,FALSE,FALSE,E,6,6,6,8,11/22/23,40,B01734,585248,35-44,5,medium,TRUE,Full-time employed,Investment,FALSE
H07575,Downtown,161516,800,2,2,18,1,0.12,FALSE,FALSE,C,9,7,6,0,11/22/23,9,B07575,184637,35-44,2,low,FALSE,Dual income,Modern & Updated,FALSE
H03133,Green Valley,754960,3745,6,5,2,2,0.15,TRUE,FALSE,F,8,9,2,12,11/23/23,2,B03133,842079,45-54,4,high,TRUE,Full-time employed,Space & Bedrooms,TRUE
H02610,Downtown,471113,1803,2,2,60,2,0.17,TRUE,TRUE,B,9,7,6,0,11/23/23,18,B02610,503608,45-54,2,medium,FALSE,Self-employed,Affordability,FALSE
H01701,Green Valley,435430,2190,3,4,2,1,0.24,FALSE,FALSE,F,8,9,2,12,11/24/23,50,B01701,496066,35-44,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H01069,Oakwood,431474,2219,3,4,27,1,0.24,TRUE,FALSE,C,7,7,5,4,11/24/23,24,B01069,482383,45-54,1,medium,FALSE,Full-time employed,Location & Schools,TRUE
H04456,Downtown,575707,2515,4,4,5,1,0.16,FALSE,FALSE,F,9,7,6,0,11/24/23,14,B04456,611515,35-44,2,medium,FALSE,Full-time employed,Space & Bedrooms,TRUE
H04314,Old Town,158342,1633,3,2,5,0,0.14,FALSE,FALSE,F,5,5,7,6,11/24/23,2,B04314,167646,45-54,3,low,TRUE,Full-time employed,Affordability,FALSE
H03459,Lakeside,295279,1192,2,2,35,2,0.15,FALSE,FALSE,A,9,8,3,7,11/25/23,2,B03459,311526,25-34,1,medium,FALSE,Self-employed,Affordability,FALSE
H04313,Riverside,608385,2511,4,4,19,2,0.17,TRUE,TRUE,F,8,8,4,3,11/25/23,46,B04313,695176,35-44,3,high,TRUE,Dual income,Affordability,FALSE
H02362,Maple Heights,444901,2891,5,5,1,1,0.23,FALSE,FALSE,F,6,6,6,8,11/25/23,12,B02362,474565,65+,1,medium,FALSE,Retired,Low Maintenance,TRUE
H06605,Suburban Park,514694,2288,4,4,4,2,0.75,TRUE,FALSE,F,8,9,3,10,11/25/23,33,B06605,540628,55-64,1,medium,FALSE,Dual income,Location & Schools,TRUE
H00376,Oakwood,143960,1341,2,2,60,1,0.18,TRUE,FALSE,B,7,7,5,4,11/25/23,19,B00376,167715,45-54,2,low,FALSE,Full-time employed,Investment,TRUE
H06898,Downtown,677939,3240,5,5,3,2,0.15,FALSE,FALSE,E,9,7,6,0,11/26/23,80,B06898,754521,45-54,5,high,TRUE,Self-employed,Location & Schools,FALSE
H05147,Suburban Park,694391,3218,6,5,21,3,0.45,TRUE,FALSE,D,8,9,3,10,11/26/23,30,B05147,755071,35-44,4,high,TRUE,Full-time employed,Location & Schools,FALSE
H03401,Downtown,737839,3238,6,5,10,2,0.11,FALSE,FALSE,E,9,7,6,0,11/26/23,44,B03401,845218,35-44,5,high,TRUE,Full-time employed,Investment,FALSE
H05862,Suburban Park,420375,2397,4,4,15,1,0.28,FALSE,FALSE,F,8,9,3,10,11/27/23,6,B05862,471826,55-64,2,medium,FALSE,Self-employed,Affordability,FALSE
H05769,Hillcrest,862997,3358,6,5,17,3,0.2,TRUE,FALSE,E,9,9,2,5,11/27/23,5,B05769,920531,55-64,4,high,TRUE,Self-employed,Location & Schools,FALSE
H02194,Suburban Park,638436,3018,5,5,3,3,0.21,FALSE,FALSE,F,8,9,3,10,11/27/23,43,B02194,733780,65+,2,high,FALSE,Retired,Modern & Updated,FALSE
H03752,Green Valley,267150,1353,3,3,0,2,0.13,FALSE,FALSE,F,8,9,2,12,11/27/23,14,B03752,285004,45-54,2,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H04297,Riverside,599236,2607,4,4,1,2,0.13,FALSE,FALSE,F,8,8,4,3,11/27/23,9,B04297,673460,35-44,3,high,TRUE,Dual income,Modern & Updated,FALSE
H03144,Suburban Park,172071,800,2,2,8,2,0.15,FALSE,FALSE,D,8,9,3,10,11/27/23,45,B03144,183441,35-44,1,low,FALSE,Full-time employed,Low Maintenance,FALSE
H03466,Lakeside,661115,2704,5,5,12,2,0.13,TRUE,FALSE,E,9,8,3,7,11/27/23,2,B03466,740842,45-54,4,high,FALSE,Dual income,Location & Schools,FALSE
H04736,Riverside,620888,2739,5,5,10,1,0.12,FALSE,TRUE,F,8,8,4,3,11/27/23,28,B04736,724188,55-64,4,high,TRUE,Dual income,Location & Schools,FALSE
H03265,University District,132646,1270,3,3,33,1,0.12,FALSE,FALSE,D,7,6,5,2,11/27/23,12,B03265,141446,25-34,2,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H01857,University District,459408,2399,4,4,6,2,0.14,FALSE,FALSE,D,7,6,5,2,11/27/23,51,B01857,527585,35-44,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H01434,Lakeside,247914,934,2,2,50,2,0.19,FALSE,TRUE,D,9,8,3,7,11/27/23,90,B01434,263922,45-54,1,low,FALSE,Dual income,Space & Bedrooms,FALSE
H02260,Maple Heights,374632,2242,3,3,10,1,0.29,FALSE,FALSE,E,6,6,6,8,11/27/23,27,B02260,429162,35-44,2,medium,FALSE,Full-time employed,Low Maintenance,FALSE
H06401,Lakeside,408678,1611,2,2,3,0,0.31,TRUE,TRUE,F,9,8,3,7,11/28/23,37,B06401,453183,45-54,1,medium,FALSE,Full-time employed,Affordability,FALSE
H03912,Hillcrest,673724,2525,4,4,12,1,0.14,FALSE,FALSE,E,9,9,2,5,11/28/23,15,B03912,740255,45-54,3,high,TRUE,Full-time employed,Location & Schools,FALSE
H04863,Downtown,988602,4500,6,5,60,2,0.15,FALSE,FALSE,B,9,7,6,0,11/28/23,14,B04863,1073224,45-54,4,high,TRUE,Self-employed,Location & Schools,FALSE
H06793,Oakwood,574638,3033,6,5,26,2,0.13,TRUE,FALSE,E,7,7,5,4,11/28/23,16,B06793,634834,35-44,5,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H07251,Old Town,176887,1169,2,2,9,2,0.16,FALSE,FALSE,D,5,5,7,6,11/28/23,47,B07251,203009,55-64,2,low,FALSE,Retired,Modern & Updated,FALSE
H07930,Riverside,536473,2163,3,3,13,1,0.23,TRUE,FALSE,E,8,8,4,3,11/28/23,98,B07930,601608,25-34,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H02566,Hillcrest,467208,1775,3,3,5,0,0.15,FALSE,FALSE,F,9,9,2,5,12/1/23,22,B02566,494916,25-34,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07361,Lakeside,1041167,4229,6,5,5,3,0.24,FALSE,FALSE,F,9,8,3,7,12/1/23,30,B07361,1169586,55-64,2,high,FALSE,Full-time employed,Modern & Updated,FALSE
H05313,Green Valley,353168,2013,4,4,3,1,0.38,FALSE,FALSE,F,8,9,2,12,12/2/23,71,B05313,401388,45-54,3,medium,TRUE,Self-employed,Location & Schools,FALSE
H00940,Suburban Park,478540,1944,4,4,8,1,0.43,TRUE,FALSE,F,8,9,3,10,12/2/23,52,B00940,504379,45-54,2,medium,FALSE,Self-employed,Modern & Updated,FALSE
H05856,University District,484378,2614,4,4,14,1,0.17,TRUE,FALSE,C,7,6,5,2,12/2/23,37,B05856,528833,35-44,3,medium,TRUE,Full-time employed,Space & Bedrooms,FALSE
H01749,University District,162458,1196,3,3,10,1,0.1,FALSE,FALSE,E,7,6,5,2,12/3/23,29,B01749,176807,55-64,1,low,FALSE,Full-time employed,Location & Schools,FALSE
H01143,Lakeside,277571,823,1,2,60,0,0.21,FALSE,TRUE,C,9,8,3,7,12/3/23,1,B01143,303108,25-34,1,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H02750,Suburban Park,266070,1323,1,1,3,0,0.18,FALSE,FALSE,E,8,9,3,10,12/3/23,26,B02750,311281,55-64,1,medium,FALSE,Full-time employed,Affordability,FALSE
H07871,Old Town,151810,2155,4,4,34,1,0.3,FALSE,FALSE,C,5,5,7,6,12/3/23,20,B07871,166663,25-34,2,low,FALSE,Full-time employed,Location & Schools,TRUE
H06747,Lakeside,654453,2593,4,4,6,2,0.19,TRUE,FALSE,F,9,8,3,7,12/3/23,27,B06747,755358,45-54,2,high,FALSE,Full-time employed,Location & Schools,FALSE
H03965,Downtown,427681,2204,3,3,60,2,0.17,FALSE,FALSE,A,9,7,6,0,12/3/23,4,B03965,491593,65+,1,medium,FALSE,Dual income,Location & Schools,FALSE
H06398,Oakwood,336305,1637,3,3,38,2,0.35,FALSE,FALSE,B,7,7,5,4,12/3/23,16,B06398,362162,35-44,2,medium,FALSE,Full-time employed,Space & Bedrooms,TRUE
H01834,Lakeside,611640,2515,4,4,10,1,0.14,TRUE,FALSE,E,9,8,3,7,12/3/23,31,B01834,654637,45-54,2,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H00338,Lakeside,583370,2597,4,4,10,2,0.18,FALSE,FALSE,D,9,8,3,7,12/3/23,8,B00338,687415,55-64,4,high,TRUE,Retired,Affordability,FALSE
H06260,Hillcrest,601297,2402,4,4,6,1,0.17,FALSE,FALSE,D,9,9,2,5,12/3/23,41,B06260,688045,45-54,3,high,TRUE,Self-employed,Space & Bedrooms,FALSE
H05962,Green Valley,420597,1846,2,2,1,2,0.42,FALSE,FALSE,F,8,9,2,12,12/3/23,25,B05962,469314,45-54,1,medium,FALSE,Retired,Location & Schools,FALSE
H04768,Riverside,573921,2717,5,5,26,1,0.3,TRUE,FALSE,E,8,8,4,3,12/4/23,1,B04768,633589,35-44,3,high,TRUE,Self-employed,Space & Bedrooms,FALSE
H06298,Riverside,598601,2747,5,5,7,2,0.17,FALSE,FALSE,F,8,8,4,3,12/4/23,19,B06298,692603,55-64,3,high,FALSE,Full-time employed,Location & Schools,FALSE
H05277,Riverside,747492,3449,6,5,3,2,0.24,FALSE,FALSE,F,8,8,4,3,12/4/23,6,B05277,837015,35-44,4,high,TRUE,Full-time employed,Affordability,FALSE
H02492,Hillcrest,645344,2358,5,5,3,1,0.17,FALSE,FALSE,F,9,9,2,5,12/4/23,10,B02492,744165,55-64,3,high,FALSE,Full-time employed,Investment,FALSE
H03757,Hillcrest,744188,3127,6,5,25,2,0.12,FALSE,FALSE,C,9,9,2,5,12/4/23,8,B03757,787706,45-54,3,high,TRUE,Self-employed,Location & Schools,FALSE
H07887,Hillcrest,218148,800,2,1,48,1,0.2,TRUE,FALSE,A,9,9,2,5,12/4/23,6,B07887,244150,25-34,1,low,FALSE,Dual income,Affordability,FALSE
H01103,Old Town,120000,1029,2,2,35,2,0.17,FALSE,TRUE,C,5,5,7,6,12/4/23,2,B01103,135849,25-34,1,low,FALSE,Full-time employed,Affordability,FALSE
H00178,Oakwood,445515,2287,4,3,0,1,0.19,FALSE,TRUE,F,7,7,5,4,12/4/23,23,B00178,524572,45-54,2,medium,FALSE,Full-time employed,Location & Schools,FALSE
H05161,Suburban Park,440344,1823,3,3,2,2,0.32,TRUE,FALSE,E,8,9,3,10,12/5/23,18,B05161,518540,25-34,1,medium,FALSE,Full-time employed,Affordability,FALSE
H03119,Hillcrest,802030,2937,5,5,3,2,0.1,TRUE,FALSE,E,9,9,2,5,12/5/23,36,B03119,848103,45-54,2,high,FALSE,Full-time employed,Affordability,FALSE
H05314,Green Valley,458577,2375,5,5,36,1,0.24,FALSE,FALSE,D,8,9,2,12,12/5/23,25,B05314,493828,25-34,2,medium,FALSE,Full-time employed,Location & Schools,FALSE
H07153,Green Valley,390914,1576,3,3,7,2,0.26,FALSE,FALSE,E,8,9,2,12,12/6/23,5,B07153,452785,35-44,2,medium,FALSE,Dual income,Affordability,FALSE
H06459,Downtown,990333,3823,6,5,42,2,0.12,TRUE,TRUE,D,9,7,6,0,12/6/23,70,B06459,1087483,45-54,6,high,TRUE,Full-time employed,Location & Schools,TRUE
H05399,Oakwood,462058,2532,4,4,3,1,0.13,FALSE,FALSE,F,7,7,5,4,12/6/23,62,B05399,487678,35-44,3,medium,FALSE,Full-time employed,Affordability,FALSE
H01272,Old Town,255406,2307,4,4,55,2,0.13,TRUE,FALSE,A,5,5,7,6,12/6/23,120,B01272,288356,45-54,2,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H02731,Lakeside,783021,3138,5,5,1,2,0.13,TRUE,FALSE,F,9,8,3,7,12/7/23,70,B02731,868705,45-54,4,high,TRUE,Full-time employed,Location & Schools,TRUE
H04732,Downtown,874183,3650,5,5,3,3,0.17,TRUE,FALSE,F,9,7,6,0,12/7/23,100,B04732,996502,55-64,2,high,FALSE,Full-time employed,Space & Bedrooms,TRUE
H02968,Suburban Park,521170,1953,3,3,0,2,0.25,TRUE,FALSE,F,8,9,3,10,12/8/23,34,B02968,569148,45-54,2,medium,FALSE,Full-time employed,Low Maintenance,FALSE
H07421,Hillcrest,651305,2177,4,3,22,2,0.17,TRUE,FALSE,D,9,9,2,5,12/8/23,39,B07421,729276,55-64,3,high,FALSE,Retired,Modern & Updated,FALSE
H01301,Downtown,652559,3135,6,5,23,2,0.15,FALSE,FALSE,E,9,7,6,0,12/8/23,63,B01301,745155,25-34,4,high,TRUE,Full-time employed,Investment,FALSE
H06276,Lakeside,630417,2590,5,5,9,1,0.25,FALSE,FALSE,D,9,8,3,7,12/8/23,34,B06276,701435,55-64,2,high,FALSE,Dual income,Modern & Updated,FALSE
H01367,Lakeside,672302,2635,5,5,11,2,0.07,TRUE,FALSE,F,9,8,3,7,12/8/23,53,B01367,790366,55-64,2,high,FALSE,Dual income,Location & Schools,FALSE
H05857,Riverside,433269,1748,3,3,4,0,0.14,FALSE,FALSE,F,8,8,4,3,12/9/23,46,B05857,463585,25-34,1,medium,FALSE,Dual income,Space & Bedrooms,FALSE
H07174,Lakeside,713233,3049,6,5,3,2,0.07,TRUE,FALSE,F,9,8,3,7,12/9/23,23,B07174,756427,35-44,4,high,FALSE,Full-time employed,Location & Schools,FALSE
H06607,Riverside,592759,2934,5,5,3,2,0.17,FALSE,FALSE,E,8,8,4,3,12/9/23,24,B06607,673436,45-54,3,high,TRUE,Self-employed,Space & Bedrooms,FALSE
H05296,Riverside,945682,4500,6,5,8,2,0.17,TRUE,FALSE,E,8,8,4,3,12/9/23,5,B05296,1047029,55-64,4,high,TRUE,Self-employed,Investment,FALSE
H07195,University District,187002,919,2,2,25,1,0.19,TRUE,FALSE,D,7,6,5,2,12/10/23,62,B07195,209012,45-54,2,low,FALSE,Self-employed,Location & Schools,FALSE
H03483,Hillcrest,296905,1061,2,2,38,0,0.12,TRUE,FALSE,D,9,9,2,5,12/10/23,107,B03483,348166,55-64,1,medium,FALSE,Dual income,Location & Schools,FALSE
H00358,Suburban Park,541233,2617,4,4,26,2,0.16,FALSE,FALSE,D,8,9,3,10,12/11/23,37,B00358,636212,55-64,2,high,FALSE,Retired,Modern & Updated,TRUE
